level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L2_3C24L,113,133,343.296,24,24,269.7566475868225,7,0,15,15.811149401455541,130.0,158.1114940145554
L2_3C24L,114,134,466.345,24,24,266.59850215911865,6,0,34,21.338315221757473,130.0,213.38315221757475
L2_3C24L,115,135,249.397,24,24,265.11474800109863,11,0,2,16.28416814384976,120.0,162.84168143849757
L2_3C24L,116,136,285.225,24,24,279.42947483062744,2,0,6,18.56840425272991,150.0,185.68404252729908
L2_3C24L,117,137,360.115,24,24,278.47833728790283,2,0,25,10.072202699800036,150.0,100.72202699800035
L2_3C24L,118,138,400.233,24,24,268.87528228759766,6,0,28,23.74901189972584,130.0,237.49011899725832
L2_3C24L,119,139,288.806,24,24,287.89909172058105,2,0,7,25.336321871410405,120.0,253.3632187141041
L2_3C24L,120,140,436.994,24,24,259.0852117538452,0,0,17,18.049282429479224,200.0,180.49282429479226
L2_3C24L,121,101,291.061,24,24,269.8419551849365,2,0,2,23.86010821166088,170.0,238.60108211660884
L2_3C24L,122,102,302.241,24,24,237.0341453552246,9,0,9,23.219520188604722,200.0,232.19520188604724
L2_3C24L,123,103,528.921,24,24,255.62258768081665,2,0,46,26.25803982333219,180.0,262.580398233322
L2_3C24L,124,104,292.958,24,24,285.87610626220703,6,0,8,17.079632762044913,100.0,170.79632762044918
L2_3C24L,125,105,268.55,24,24,273.9295063018799,6,0,3,13.5683049401145,140.0,135.68304940114498
L2_3C24L,126,106,257.089,24,24,263.2160978317261,11,0,3,22.613007616412485,120.0,226.1300761641249
L2_3C24L,127,107,384.372,24,24,244.82302808761597,12,0,13,22.256561640167835,150.0,222.56561640167843
L2_3C24L,128,108,413.105,24,24,263.2855386734009,5,0,28,25.71484138996167,150.0,257.1484138996167
L2_3C24L,129,109,330.8,24,24,254.45832681655884,12,0,16,21.805554139080794,130.0,218.055541390808
L2_3C24L,130,110,287.14,24,24,279.3033857345581,3,0,2,20.65536155869169,140.0,206.55361558691692
L2_3C24L,131,111,396.956,24,24,261.99193000793457,5,0,34,16.693537825333056,160.0,166.93537825333058
L2_3C24L,132,112,406.713,24,24,238.31623005867004,11,0,30,22.279193472880216,170.0,222.79193472880218
L2_3C24L,133,113,311.553,24,24,272.06867599487305,2,0,6,28.104388968206763,160.0,281.0438896820675
L2_3C24L,134,114,385.805,24,24,279.59095287323,2,0,20,14.696824889584935,140.0,146.96824889584934
L2_3C24L,135,115,361.004,24,24,272.51813983917236,2,0,17,16.60620635387933,160.0,166.06206353879327
L2_3C24L,136,116,350.059,24,24,280.6786093711853,2,0,22,16.071279843410174,140.0,160.7127984341017
L2_3C24L,137,117,360.108,24,24,260.3482427597046,4,0,11,15.50582490886788,180.0,155.05824908867876
L2_3C24L,138,118,367.012,24,24,264.92478370666504,4,0,11,21.91733980490301,160.0,219.17339804903006
L2_3C24L,139,119,315.884,24,24,298.37128353118896,2,0,10,15.429046551064047,100.0,154.2904655106405
L2_3C24L,140,120,290.383,24,24,270.4373240470886,5,0,3,16.875584815884476,150.0,168.7558481588448
L2_3C24L,141,121,459.421,24,24,259.4310441017151,6,0,27,23.56316050850474,150.0,235.63160508504737
L2_3C24L,142,122,259.19,24,24,293.49732971191406,6,0,3,11.675574262117348,90.0,116.75574262117351
L2_3C24L,143,123,297.765,24,24,282.20236921310425,2,0,7,17.658739215412382,140.0,176.58739215412382
L2_3C24L,144,124,318.047,24,24,280.0748383998871,5,0,10,19.75049705249594,120.0,197.50497052495942
L2_3C24L,145,125,354.449,24,24,248.17583513259888,14,0,28,12.747212881686902,130.0,127.47212881686902
L2_3C24L,146,126,350.685,24,24,259.24812960624695,7,0,11,24.17287830389447,150.0,241.72878303894473
L2_3C24L,147,127,290.453,24,24,272.2914066314697,6,0,6,15.69528576162357,140.0,156.95285761623575
L2_3C24L,148,128,305.261,24,24,276.02303981781006,4,0,10,16.58985072868999,140.0,165.8985072868999
L2_3C24L,149,129,323.296,24,24,274.3623356819153,4,0,19,17.125546841717124,140.0,171.25546841717127
L2_3C24L,150,130,281.125,24,24,289.75079345703125,3,0,7,12.497326802007153,120.0,124.97326802007153
L2_3C24L,151,131,497.677,24,24,265.94186305999756,2,0,39,18.527088932470296,160.0,185.27088932470295
L2_3C24L,152,132,609.997,24,24,257.91137886047363,4,0,64,23.628716725253,150.0,236.28716725253003
L2_3C24L,153,133,327.7,24,24,265.16329765319824,9,0,14,16.12233901834504,130.0,161.22339018345045
L2_3C24L,154,134,281.388,24,24,284.520788192749,7,0,11,13.264023303395646,100.0,132.64023303395646
L2_3C24L,155,135,580.689,24,24,265.64875507354736,2,0,51,17.837477367173506,150.0,178.37477367173506
